irr,temp,dust,v_oc,v_batt,v_charge,curr,status
374.54011884736246,53.10075688425212,39.363552027744205,19.20132663550995,11.694331891193771,12.246835736158822,1.3812596124126242,Healthy
950.7143064099162,50.58111178618871,47.34356593750214,19.247508751315543,12.332365908751903,13.633658448861809,3.2532313502747647,Healthy
731.9939418114051,42.94115805822293,85.45473932021804,19.24839470388667,10.775195601640087,11.405152132176598,1.5748913263412763,High Dust
598.6584841970366,58.24188574447732,34.00043860598922,18.997901326716242,10.785522524589744,11.711444145811871,2.3148040530553193,Healthy
156.01864044243652,28.018980621136112,86.96496848121713,19.979401284131026,11.725000392612277,11.856128924849699,0.32782133059355456,Cloudy Mode
155.99452033620264,24.370568412384856,8.813443097669149,20.943337148404066,12.582033037388415,12.87569076034707,0.734144307396636,Cloudy Mode
58.08361216819946,54.15847867821689,77.67984372086308,18.765277628880526,11.41299506841566,11.46900328053914,0.14002053030869882,Cloudy Mode
866.1761457749352,37.56599266534993,84.75476330547363,19.524152733677766,11.219272620560329,11.972790855896838,1.883795588341274,High Dust
601.1150117432088,53.87875416828242,18.181765283733874,19.37424463874854,11.834716511035348,12.891222107161179,2.6412639903145787,Healthy
708.0725777960455,55.723608207816596,43.03465323722004,19.033473057236968,12.546986921199068,13.556843305427995,2.5246409605723166,Healthy
20.584494295802447,22.498303744762858,16.54997746636556,20.9595850380982,12.341241232258172,12.377867915293082,0.09156670758727686,Cloudy Mode
969.9098521619943,55.33859051944243,70.66041289942177,18.77646634503366,12.690063943613083,13.71609390621729,2.565074906510517,Healthy
832.4426408004217,37.932762214776886,53.534776806165674,19.818014121199496,10.54965088304523,11.620341084923597,2.6767255046959177,Healthy
212.33911067827614,40.41729956016929,63.5323346708321,19.593811675283213,10.748287918368076,10.99309414714704,0.6120155719474109,Cloudy Mode
181.82496720710063,45.06370044372841,19.648696695621116,19.800328010857367,11.840829079406568,12.156844032056188,0.7900373816240506,Cloudy Mode
183.4045098534338,57.05530426920347,21.17458620524195,19.185488924487405,12.305268166534468,12.620296991517046,0.7875720624564464,Cloudy Mode
304.24224295953775,20.76464377719056,4.149732550990636,21.170270485630567,11.127537553074886,11.71918838647402,1.4791270834978354,Healthy
524.7564316322379,39.073738732712684,32.20675351957297,19.974245528168638,11.02626439367528,11.850434576254553,2.060425456448185,Healthy
431.94501864211577,47.50888169722243,55.97446613336749,19.314811253805203,12.231346758638642,12.772864905023408,1.3537953659619153,Healthy
291.22914019804193,48.90827830792914,85.79349139973289,18.946651170606213,10.62404007847711,10.873357495740763,0.6232935431591325,Healthy
611.8528947223795,47.70129726148432,66.69274474586807,19.198007689467104,11.312641824681688,11.992265628396577,1.699059509287226,Healthy
139.49386065204183,25.377405176324874,43.53963233997514,20.545733417784007,11.612780289703124,11.810787858920893,0.49501892304442163,Cloudy Mode
292.14464853521815,31.97582353486725,95.31201143941378,19.6980887088625,11.73276708357071,11.945791126199117,0.5325601065710165,Healthy
366.3618432936917,34.34862101668054,71.92452005758318,19.813323748590143,12.102953344944108,12.484338368247355,0.953462558258116,Healthy
456.06998421703594,52.1774883071802,93.016520286255,18.71096038177844,11.280660591547448,11.627173320796508,0.866281823122649,High Dust
785.1759613930136,31.15039489658212,52.75879732721657,20.164892281898727,11.847905558284136,12.865924955559011,2.545048493187187,Healthy
199.67378215835973,28.428198554688127,25.89042747931396,20.569685797472456,11.787825930140103,12.118244966770272,0.8260475915754205,Cloudy Mode
514.2344384136117,58.29792076152385,5.282668636472199,19.282277275559085,11.704755421438243,12.697003896404112,2.4806211874146755,Healthy
592.4145688620424,20.354531404538754,72.60848514838504,20.506188578289212,11.909063244912867,12.520368056971531,1.528262030146661,Healthy
46.45041271999772,59.91283422727913,12.130299800553413,19.133055290630512,11.070788176349767,11.156176236027722,0.21347014919488821,Cloudy Mode
607.5448519014384,47.07285195429583,30.277512827196716,19.59358227401324,10.686227257886184,11.656051001068485,2.424559357955754,Healthy
170.52412368729154,53.13877197796468,53.24709078838974,19.06059049321787,10.762397678487435,10.982380412587514,0.5499568352501971,Cloudy Mode
65.05159298527951,31.784775853847727,56.441658777974766,20.09634461952787,10.994081241838582,11.075229496952623,0.20287063778510284,Cloudy Mode
948.8855372533333,20.5726111066824,60.0583196987136,20.620786247678744,11.600435458150127,12.738360253272177,2.844811987805123,Healthy
965.6320330745593,49.5147807424612,16.625533034970065,19.60800563252724,12.348974051201244,14.066182820476945,4.293021923189251,Healthy
808.3973481164611,53.36578388002703,37.97374048216488,19.201973401176996,12.042845352594444,13.250335100776102,3.0187243704541453,Healthy
304.6137691733707,49.61904527814077,61.71942271169667,19.151853508975993,12.235889329244504,12.594442387812386,0.8963826464197047,Healthy
97.67211400638386,25.714011492033542,96.98188646337847,19.99448056076454,11.272146372637401,11.341191589034098,0.1726130409917434,Cloudy Mode
684.2330265121569,50.13711689027876,72.76311376996887,19.015513017786372,11.39023823162681,12.094878610607468,1.7616009474516443,Healthy
440.1524937396013,50.75691128430564,92.26037570939579,18.78955067869076,11.366100149179347,11.704956677433975,0.8471413206365701,High Dust
122.03823484477883,46.3416206268022,76.2212058314177,19.170706910345714,10.922121005689903,11.04217212314737,0.3001277936436682,Cloudy Mode
495.17691011127016,50.644637311823445,59.171696889240046,19.12605116551643,10.634676647915859,11.234357694383005,1.499202616167866,Healthy
34.388521115218396,53.836857587109286,19.202336913634454,19.366133751508194,11.800015404219899,11.859987913538122,0.14993127329555678,Cloudy Mode
909.3204020787821,44.544164569498335,66.66856518925131,19.356106119632567,12.67627670352529,13.68660968763078,2.5258324602637274,Healthy
258.7799816000169,23.544188558787162,62.337956595990704,20.449411006100732,10.867025350890579,11.169494443945371,0.7561727326369804,Healthy
662.522284353982,39.50511238668844,60.24691704572665,19.672275210208312,10.602706603778403,11.395552171067438,1.9821139182225873,Healthy
311.71107608941094,23.105973386864203,48.978586798824075,20.60491546266855,12.214969700012652,12.634829612239473,1.0496497805670524,Healthy
520.0680211778108,36.30172124129723,52.86566039892756,19.906257333945863,11.055689214706392,11.729242065169636,1.6838821261581072,Healthy
546.7102793432797,36.28425956502511,33.44425271181041,20.10134449463064,12.325216371776442,13.174846040562986,2.1240741719663614,Healthy
184.85445552552704,22.640393765609662,51.931269264230316,20.598667619077215,12.048660667475934,12.29037322513247,0.6042813941413407,Cloudy Mode
969.5846277645586,33.952821358779175,19.755590567847825,20.354803026382562,12.58048178151177,14.26425481134761,4.209432574589601,Healthy
775.1328233611146,24.439923951652595,80.51743973603767,20.22282940505699,11.399639918664677,12.11774942682153,1.7952737703921302,High Dust
939.4989415641891,52.329408400368884,18.577695469870783,19.44775262528285,11.956333646791395,13.602615193511166,4.115703866799431,Healthy
894.8273504276489,57.90752103857883,8.496628988946641,19.269657658181593,11.522680517789196,13.210961671901215,4.220702885280048,Healthy
597.8999788110851,22.892659010317544,43.62460263571574,20.669121023126966,11.887295134078796,12.735319771813813,2.120061594337544,Healthy
921.8742350231169,58.20460829166806,65.83074395060619,18.681462145910537,11.489117593217022,12.52369717365702,2.586448951099992,Healthy
88.4925020519195,40.903063973469806,43.771682493354135,19.76712997639297,10.914990942132965,11.040329736865349,0.31334698683096046,Cloudy Mode
195.9828624191452,31.982627118154955,27.67541319513086,20.374114512140945,11.617374315207437,11.93702128409087,0.7991174222085817,Cloudy Mode
45.227288910538064,23.07448301104654,55.817118389044076,20.53810466555723,11.662885243162373,11.719680395122982,0.14198787990152353,Cloudy Mode
325.3303307632643,40.02497072281671,34.700233541219994,19.901749128446966,12.283328466172353,12.783468614958513,1.2503503719654012,Healthy
388.677289689482,51.780621779629946,93.28676901266331,18.72810122089187,12.118145552745878,12.412054151541765,0.7347714969897191,Healthy
271.3490317738959,48.283459090667925,92.2645139603572,18.913181905863034,11.960341572671176,12.169227815815875,0.5222156078617451,Healthy
828.7375091519293,22.00904045855895,50.23718199720955,20.64717615709996,10.74945161021566,11.85181413418379,2.7559063099203276,Healthy
356.75332669358926,22.91607341471614,32.78839940182585,20.776312335245937,12.085355839460172,12.64289755199989,1.3938542813492976,Healthy
280.93450968738074,36.11493130530548,73.71324139566391,19.707121020778086,11.600671343979933,11.886425785635248,0.7143861041382911,Healthy
