irradiance,temperature,v_oc,v_load,current,power
499.63209507788997,27.405317153544786,20.791935883647106,17.007741741992042,2.532831473149942,43.07774357132347
960.571445127933,41.67603789513433,20.083510069839296,16.144730891345617,5.054012880798107,81.59567788187985
785.595153449124,54.91783343505633,19.48146043905703,15.411509804870352,3.7439679927950444,57.7001994300816
678.9267873576293,49.28899545638245,19.822286777862494,15.964755239514483,3.3914058756832,54.142964723133574
324.81491235394924,52.26244591445799,19.728236166900427,15.255439385716967,1.6881288552772233,25.75314742696145
324.79561626896214,46.35133466842869,19.852115371510532,15.882367398527858,1.6362859015104287,25.98809385682
246.46688973455957,47.6910625807141,20.014715727860246,16.077336816856814,1.2210216434212238,19.630776221955053
892.9409166199481,53.96782606261277,19.524496336765104,15.80445109731965,4.3347829467551575,68.50886509948705
680.892009394567,29.98672035436744,20.748527252846785,16.39604261181892,3.4277387212668518,56.201350136072996
766.4580622368364,39.576998545725615,20.19642890479894,16.174280556119825,3.7566139134825893,60.76052737769065
216.46759543664194,28.84837767278409,20.5651570903335,16.26704074705488,0.8633458066853542,14.044081416149623
975.9278817295955,59.50672031986588,19.363068523642813,15.541531570049115,4.99909863069935,77.69364919080324
865.9541126403374,57.76237358746453,19.435565710336014,15.369383303796209,4.425609145185891,68.01888330514785
369.87128854262096,21.577072454740236,21.14301362155117,16.832790729408895,1.8545225403982128,31.21678982549487
345.4599737656805,48.22300690062754,19.84554872669111,15.677275902394843,1.7502073376489726,27.438483318718873
346.72360788274705,57.009932696626635,19.45109728693908,15.691105077915998,1.8410498406852913,28.888106503873413
443.39379436763016,27.22301380509334,20.73259472405668,16.757766002576677,2.239402937515959,37.52739041237528
619.8051453057903,42.717809222105174,20.06120427116011,16.002039302936605,3.189427482005083,51.037343920911475
545.5560149136926,56.619531903521676,19.4984498727861,15.606407497220886,2.6980318544810777,42.10658456151426
432.98331215843353,21.357839143431953,21.056679100511477,16.55562499748247,2.2961149346495624,38.01361780917713
689.4823157779035,47.8968106898736,19.88451525872298,15.847676877377028,3.4794901514827856,55.141835618714836
311.59508852163344,31.89396029490203,20.51964380479256,16.405674120425697,1.5773806369687544,25.877992693978896
433.71571882817454,56.975847815061215,19.44785060749029,16.08243910419823,2.0415724852696693,32.83346517115609
493.0894746349534,58.842329806614714,19.304319361439514,15.22106208399678,2.4941429586049377,37.96350481928916
564.8559873736287,57.770659564537354,19.199953840182584,15.652798519896555,2.7410844451186986,42.90564254546543
828.1407691144109,38.96856866629855,20.41804550213079,16.533808156397793,4.076875572919205,67.40627860015047
359.7390257266878,54.481706039572536,19.45245554034157,15.618091713171284,1.7171575658018268,26.818724348658883
611.3875507308893,53.78197594140281,19.47987595922842,15.935624864221763,2.9503142604645243,47.01510128632652
673.931655089634,32.76401892973023,20.631855973236583,16.57990587311064,3.5821354157498657,59.391468017868824
237.16033017599818,53.1566189660271,19.707032786641516,15.843458068446798,1.3189355570788313,20.89650019356198
686.0358815211507,21.480305388619705,21.074402548671173,16.84889790833343,3.6222161578201795,61.030350245027975
336.4192989498332,43.85079513928212,20.06362822802069,16.295616358900276,1.5598069927936096,25.41801634849459
252.0412743882236,29.20035349150812,20.83286397545765,16.885585027128297,1.2673317469322074,21.39963797040283
959.1084298026666,24.822675431091152,21.078176789171756,16.73740597383816,4.666191386492923,78.09993958735883
972.5056264596475,23.078128065168364,21.113737752269305,16.627140762895692,4.792958644578531,79.69319805414497
846.7178784931689,47.85155103512559,19.82071966433539,15.81597960398918,4.141776694124188,65.50625571854587
443.69101533869656,33.59499855072265,20.487491050398994,16.229985127439665,2.342413477337639,38.017335899504104
278.1376912051071,48.99067086115046,19.809080845247113,15.834559761274619,1.3510654882153594,21.393527214541777
747.3864212097255,22.614253631957695,21.012073417203556,17.057146360699672,3.8437700394180294,65.56374813922568
552.121994991681,32.61161351322441,20.327284275989317,16.170367089774096,2.821022063917257,45.61696234189421
297.63058787582304,41.57965169501349,20.21467339566509,16.16317404026976,1.718516814589594,27.776686365341604
596.1415280890162,51.628926593558546,19.758947154430693,15.818762270506236,2.8327632181311087,44.810807916250205
227.51081689217472,32.7501001172828,20.37620175058168,16.4706475769064,1.2634774084395535,20.81029111579091
927.4563216630256,45.03565505748036,19.89724417665499,15.468417474527072,4.751925695355201,73.5047704636866
407.02398528001356,55.43910992944748,19.539959929628147,15.510627884749459,1.9377820425973642,30.056216184477442
730.0178274831856,44.63452752729218,20.22402317060656,16.22147527494114,3.7508024710632437,60.84354954554055
449.3688608715288,29.31837899014535,20.786160421260274,16.86894412829359,2.280458800660267,38.468932095213454
616.0544169422486,20.97603126226152,21.12839814276401,16.804338024709967,3.0575244587159025,51.3796745230804
637.3682234746237,54.803954956037195,19.491512608087657,15.217899545261751,3.1044475686759188,47.243171243642216
347.88356442042164,20.850776434015486,21.344948820214046,17.199901345364466,1.6675068769571895,28.680953776380463
975.6677022116469,54.98806690736798,19.436000236719146,15.421727711610192,5.083319720636827,78.39357260271953
820.1062586888917,41.157485361088476,20.112206531280552,15.851831893206372,4.1005995753402065,65.0020151296464
951.5991532513513,57.56270794051585,19.323590250756002,15.334003122662157,4.836208766409902,74.15844032597553
915.8618803421191,51.951329430946615,19.5571006676268,15.60877546257027,4.50021946354384,70.24291513874424
678.3199830488682,59.9173644213335,19.266398810532802,15.2921701155186,3.313614620622177,50.672358475823955
937.4993880184935,34.028472618068406,20.711044214943534,16.127722160535015,4.795695421017461,77.34364331671961
270.7940016415356,50.68753155724508,19.74793134944935,15.977758318936907,1.2190123870525247,19.477085308115612
356.7862899353162,36.07723654436968,20.420902822568888,16.591697266310856,1.7424100728860539,28.909540443096038
236.18183112843045,39.195024812156355,20.261067632500627,16.339158504268404,1.1843118967493755,19.350659799478805
460.26426461061146,45.1002185287348,19.838669992693596,15.643398860069913,2.3124585832370625,36.17471196496955
510.9418317515856,54.94708456745355,19.590956749342038,15.632467092684127,2.5367998302563124,39.65643986720848
417.0792254191167,59.363338767971804,19.27404934190013,15.417935210474214,2.1249781052051757,32.76277474972966
862.9900073215434,50.73093655458073,19.6954051809119,15.876083022641904,4.3842356121894985,69.60448856994373
485.40266135487144,36.710671286693355,20.733777192449818,16.720689851703472,2.5004770613202902,41.809701423635495
424.7476077499046,36.854280091082806,20.43716128628243,16.202894269270246,2.0251576578827404,32.813415409277006
634.1568665265988,49.50329206355566,19.699656291812698,15.776124144732872,3.1423688228401145,49.574400657663745
312.7393799798101,29.55108583073209,20.72980994884284,16.67530403999732,1.6831731860867443,28.06742462996745
841.7575846032317,24.418964525255788,21.143896344656888,17.206281540154865,4.298252641773546,73.95694508507005
259.64051494381664,34.18488630563106,20.552082725772223,16.582567488582725,1.1609166295709767,19.250978358478715
989.5095492804138,31.48955966616327,20.5316942188601,16.583166712563184,4.9826957364372895,82.62887407531736
